,author,cook_time_minutes,description,error,footnotes,ingredients,instructions,photo_url,prep_time_minutes,rating_stars,review_count,time_scraped,title,total_time_minutes,url,Paella type
10,Jason Nelson,30,"I lived in Spain for two years where I was taught the art of making the Paella which originated in Valencia. I haven't found anything on here which is even close to authentic, so I thought I would add this recipe for those who would like to try a taste of Spain. First and foremost you will need a special paella pan called a paellera or just a paella. Trust me after you taste this you'll be glad you bought the special pan.",False,"['Note', ""Rabbit can be very hard to find so you can just use a whole chicken instead. It also may be easier to use boneless chicken but then you don't get any fun extras, like hearts and livers. If you do use the hearts and livers don't put them in until later as they cook very fast. They will however add a nice flavor to the rest of the dish.""]","['1 tablespoon olive oil', '1/2 (4 pound) whole chicken, cut into 6 pieces', '1/2 (2 pound) rabbit, cleaned and cut into pieces', '1 head garlic, cloves separated and peeled', '1 tomato, finely chopped', '1 (15.5 ounce) can butter beans', '1/2 (10 ounce) package frozen green peas', '1/2 (10 ounce) package frozen green beans', 'salt to taste', '1 teaspoon mild paprika, or to taste', '1 pinch saffron threads', 'dried thyme to taste (optional)', 'dried rosemary to taste (optional)', '4 cups uncooked white rice, or as needed']","['Heat a paella pan over medium-high heat, and coat with olive oil. Add the chicken, rabbit and garlic; cook and stir until nicely browned. Move the browned meat to the sides of the pan, and add the tomato, butter beans, peas, and green beans. Season with paprika, and mix well.', 'Fill the paella pan almost to the top with water, measuring the water as you put it in. This is to help you to determine how much rice to add, as paella pans come in different sizes. Bring to a boil. Simmer for about 1 hour to make a nice broth.', 'Season with a generous amount of salt, and just enough saffron to make a nice yellow color. Season with thyme and rosemary if desired. The goal is to make a rich tasting broth that will soak into the rice to make it delicious. Stir in half as much rice as the amount of water in the pan. Cover, reduce heat to low, and simmer until all of the liquid has been absorbed, about 20 minutes.']",http://images.media-allrecipes.com/userphotos/560x315/1127727.jpg,90,4.07,30,1498208587,Authentic Paella Valenciana,120,http://allrecipes.com/Recipe/73337/,Traditional
11,Lauri Ann Randolph,0,This low carb adaptation is made from cauliflower instead of rice and then broiled salmon is served on top. This is a great dish for a dinner party. Seafood paella typically has an assortment of fish. Feel free to swap out half the salmon for another type of fish. Just be sure that it has the same thickness so that it cooks in the same amount of time. The salmon will be broiled and then finished off in the oven. So you will need to place a rack just under the broiler and another in the middle of the oven. The salmon will be broiled and then finished off in the oven. So you will need to place a rack just under the broiler and another in the middle of the oven.,False,"['Shrimp Addition', 'To stretch this recipe to serve 6 people, add 1 lb of shrimp (still in the shell). Place the shrimp on the pan with the salmon when you move it from the broiler to the oven in step 3. Prior to assembling in step 6; cut the salmon fillets into halves or thirds.']","['4 salmon fillets', '2 tablespoons canola oil', '1 teaspoon lemon pepper', '8 slices lemon', '1 head cauliflower, grated', '1 stalk celery, minced', '2 scallions, minced', '1/2 cup red and green bell pepper, minced', '1 tablespoon butter', '1/4 cup dry white wine', '4 tablespoons Carb Options™ Ketchup', '2 tablespoons lemon juice', '1 tablespoon Worcestershire sauce', '1 teaspoon oregano']","['In a small bowl, mix together the ketchup, lemon juice, Worcestershire sauce and the oregano, set aside.', 'Grate the cauliflower. This is accomplished best by using your grating wheel on your food processor. But you can do it by hand also with a cheese grater. Mince the celery, scallions and peppers quite finely. Set aside.', ""Rub each salmon fillet with canola oil and place on a foil lined sheet pan, skin side down. Sprinkle each with the lemon pepper. Place under the broiler for 5 minutes. Turn off broiler and set oven to 300 degrees F. Place two lemon slices on each fillet and cook until the 'rice' is ready."", 'In a large skillet, melt the butter over medium-high heat. Add the celery, scallions and peppers and saute for a minute or two. Add the cauliflower and saute for a minute or so, stirring occasionally until it soaks up all the butter. Then splash in the water to let the cauliflower steam a bit (30 seconds or more).', 'Drizzle the ketchup mixture over the veggies (do not dump it all in one spot) and stir well. Taste and add salt or pepper as needed.', 'To assemble: Heap the paella in the center of a platter and lean each salmon fillet along the sides. Serve with a green salad and or green vegetable.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498211156,Salmon Paella,0,http://allrecipes.com/Recipe/81723/,Other
12,mls,30,"An easy to make paella using chorizo, chicken, and shrimp.",False,[],"['2 tablespoons olive oil', '1 tablespoon paprika', '2 teaspoons dried oregano', 'salt and black pepper to taste', '2 pounds skinless, boneless chicken breasts, cut into 2 inch pieces', '2 tablespoons olive oil, divided', '3 cloves garlic, crushed', '1 teaspoon crushed red pepper flakes', '2 cups uncooked short-grain white rice', '1 pinch saffron threads', '1 bay leaf', '1/2 bunch Italian flat leaf parsley, chopped', '1 quart chicken stock', '2 lemons, zested', '2 tablespoons olive oil', '1 Spanish onion, chopped', '1 red bell pepper, coarsely chopped', '1 pound chorizo sausage, casings removed and crumbled', '1 pound shrimp, peeled and deveined']","['In a medium bowl, mix together 2 tablespoons olive oil, paprika, oregano, and salt and pepper. Stir in chicken pieces to coat. Cover, and refrigerate.', 'Heat 2 tablespoons olive oil in a large skillet or paella pan over medium heat. Stir in garlic, red pepper flakes, and rice. Cook, stirring, to coat rice with oil, about 3 minutes. Stir in saffron threads, bay leaf, parsley, chicken stock, and lemon zest. Bring to a boil, cover, and reduce heat to medium low. Simmer 20 minutes.', 'Meanwhile, heat 2 tablespoons olive oil in a separate skillet over medium heat. Stir in marinated chicken and onion; cook 5 minutes. Stir in bell pepper and sausage; cook 5 minutes. Stir in shrimp; cook, turning the shrimp, until both sides are pink.', 'Spread rice mixture onto a serving tray. Top with meat and seafood mixture.']",http://images.media-allrecipes.com/userphotos/560x315/886465.jpg,30,4.61,341,1498213667,Easy Paella,60,http://allrecipes.com/Recipe/84137/,Mixed
13,Desi Carrimko,30,"This is the paella all your family and friends will beg you to make again. It has the true flavor of Spain and has been made by my family in Catalonia, Spain for many generations. Enjoy!",False,"['Aluminum foil helps keep food moist, ensures it cooks evenly, keeps leftovers fresh, and makes clean-up easy.']","['1/2 cup olive oil', '1 1/4 pounds chicken thighs', '1/2 cup onion, diced', '2 cloves garlic, chopped', '1/2 green bell pepper, diced', '1/2 red bell pepper, diced', '1/4 pound calamari rings', '1/4 pound small shrimp - peeled and deveined', '1 teaspoon salt', '2 teaspoons saffron threads', '1 (14 ounce) can crushed tomatoes', '1/2 cup peas', '3 cups long grain rice', '6 cups water', '6 large clams in shell, scrubbed', '6 jumbo shrimp in shells (21-25 per lb.)', '6 large sea scallops', '6 wedges lemon']","['Heat olive oil in a very large skillet or paella pan over medium-high heat until it begins to smoke. Place chicken thighs skin-side down into oil and sear until golden brown on both sides, about 5 minutes; set aside.', 'Stir in onion and garlic, and cook until the onion has softened and turned translucent, about 1 minute. Add green and red bell peppers, calamari, and small shrimp; cook for 2 minutes more.', 'Stir in salt, saffron, tomatoes, peas, rice, and water until well combined. Add chicken thighs, and simmer for 15 minutes over medium-high heat, stirring frequently to make sure rice does not stick.', 'Decoratively nestle clams and jumbo shrimp into the rice. Reduce heat to medium-low, cover, and simmer for 10 minutes. Place the scallops into the paella, recover, and continue simmering until the rice is tender and the scallops firm and opaque, about 5 minutes. Garnish with lemon wedges to serve.']",http://images.media-allrecipes.com/userphotos/560x315/1935257.jpg,40,4.46,37,1498220578,Maria's Paella,70,http://allrecipes.com/Recipe/97840/,Mixed
14,luckyjen7,45,"This is an authentic dish from Spain, the exotic flavors will burst in your mouth. Serve this to a group of friends, and they'll come back every time!",False,[],"['2 tablespoons olive oil', '16 head-on medium shrimp', '1 red onion, diced', '2 teaspoons minced garlic', '2 cups Arborio rice', '5 1/2 cups hot fish stock', '1/4 teaspoon saffron threads', '1 1/2 teaspoons smoked paprika', '1 teaspoon lemon or lime zest', '1 tablespoon chopped fresh oregano', 'sea salt to taste', '16 mussels, scrubbed and debearded', '1 pound red snapper fillets, cut into 1 inch pieces', '1/4 pound medium shrimp, peeled and deveined', '1 (10 ounce) cooked lobster tail, cut into 1/2-inch thick slices', '2 tomatoes, seeded and diced', '2 lemons, cut into wedges']","['Heat olive oil in a very large skillet or paella pan over medium-high heat. Add the head-on shrimp and sear on each side until they turn orange and have lightly browned (they should still be raw on the inside). Remove the shrimp and set aside.', 'Reduce heat to medium and stir in red onion and garlic. Cook for a few minutes until the onion has softened and turned translucent. Stir in Arborio rice until coated with oil. Pour in the fish stock and season with saffron, paprika, lemon zest, and oregano. Bring to a simmer over medium-high heat then stir in sea salt to taste. Reduce heat to medium-low and gently simmer uncovered for 15 minutes, stirring occasionally.', 'Decoratively nestle the mussels and head-on shrimp into the rice, cover, and simmer for 5 minutes. Next, push the red snapper and deveined shrimp into the rice, recover and simmer an additional 10 minutes. Finally, add lobster and sprinkle with diced tomatoes. Cover and simmer until the mussels have opened, the rice is tender, and the lobster is hot; about 5 minutes more.', 'Serve in the paella pan garnished with lemon wedges.']",http://images.media-allrecipes.com/userphotos/560x315/3139487.jpg,50,4.5,10,1498100396,Saffron-Scented Lobster Paella,95,http://allrecipes.com/Recipe/103510/,Seafood
15,Pam Anderson,15,"An easy no-fuss paella dish, packed with chicken, spicy chorizo sausage, shrimp and saffron-infused rice.",False,['This recipe is based on Easy Paella submitted by CONNORIAN.'],"['2 pounds boneless, skinless chicken thighs, cut into 2 inch pieces', '4 tablespoons olive oil, divided', '1 tablespoon paprika', '2 teaspoons dried oregano', 'salt', 'freshly ground black pepper', '12 ounces chorizo sausage, cut into 1/2 inch thick pieces', '1 large onion, diced', '1 red bell pepper, seeded and diced', '4 cloves garlic, minced', '2 bay leaves', '1/8 teaspoon red pepper flakes', '1 pinch saffron threads', '2 cups short grain rice', '1 quart chicken broth', '1 pound shrimp, peeled and deveined', '2 lemons, zested', '1/2 cup chopped fresh parsley leaves']","['In a medium bowl, mix together chicken pieces, 2 tablespoons oil, paprika, oregano, salt and pepper; set aside.', 'Heat a large, deep pan over medium-high heat. Add chicken to hot skillet and cook until well browned and cooked through, about 6 to 8 minutes. Remove from pan and set aside.', 'Heat remaining 2 tablespoons oil in the pan over medium-high heat. Stir in sausage, onion and bell pepper; cook until tender, about 5 to 7 minutes. Add garlic, bay leaves, pepper flakes, saffron and rice; cook until well coated with the oil. Add chicken broth; cover and bring to a boil. Reduce heat to low and simmer until almost all of the liquid is absorbed, about 15 to 20 minutes. Stir in cooked chicken, shrimp, lemon zest, and parsley; cover and continue to cook until shrimp are pink, about 5 to 7 minutes longer. Stir well and serve.']",http://images.media-allrecipes.com/userphotos/250x250/989747.jpg,50,0.0,0,1498102995,Classic Paella,65,http://allrecipes.com/Recipe/109183/,Mixed
16,Food & Wine,0,"We've based this salad very loosely on paella, the Spanish rice dish - and you can actually make it with rice if you like. Our choice, though, is orzo, the tiny rice-shaped pasta. The cooking instructions are the same whichever you choose.",False,[],"['3 1/2 tablespoons olive oil', '1 onion, chopped', '1 green bell pepper, chopped', '1 1/4 teaspoons salt', '6 ounces dried chorizo or other firm spicy sausage such as pepperoni, quartered lengthwise and sliced thin crosswise', '1/4 teaspoon dried red pepper flakes', '1 teaspoon paprika', '1 pound boneless, skinless chicken breasts (about 3) cut into 1/2-inch cubes', '1/4 teaspoon fresh-ground black pepper', '1/2 pound orzo', '2 tablespoons lemon juice', '1 tomato, diced', '1/2 cup chopped fresh parsley']","['In a large frying pan, heat 1 1/2 tablespoons of the oil over moderately low heat. Add the onion, bell pepper, and 1/4 teaspoon of the salt. Cook, stirring occasionally, until the vegetables start to soften, about 10 minutes.', 'Increase the heat to moderately high. Add the chorizo and cook, stirring occasionally, for 2 minutes. Stir in the red-pepper flakes, paprika, chicken, 1/2 teaspoon of the salt, and the black pepper and cook, stirring frequently, until the chicken is almost done, about 3 minutes. Cover the pan and remove from the heat. Steam the chicken for 2 minutes. Transfer the mixture to a large glass or stainless-steel bowl to cool.', 'Meanwhile, in a large pot of boiling, salted water, cook the orzo until done, about 12 minutes. Drain. Rinse with cold water and drain thoroughly.', 'Add the drained orzo to the chicken mixture. Toss with the lemon juice, the remaining 2 tablespoons oil and 1/2 teaspoon salt, the tomato, and the parsley.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498105082,Paella Salad,0,http://allrecipes.com/Recipe/113672/,Traditional
17,Food & Wine,0,"You don't need a paella pan to make paella; any large frying pan will do. Serve this paella hot or at room temperature (as it is often eaten in Spain), as is or topped with toasted sliced almonds.",False,[],"['2 tablespoons olive oil', '1 onion, chopped', '1/4 cup drained sliced jarred pimientos, chopped', '1 tomato, peeled and chopped', '1 clove garlic, minced', '1 1/4 teaspoons salt', '1/4 teaspoon turmeric', '2 cups rice, preferably medium-grain such as arborio', '3 cups canned low-sodium chicken broth or homemade stock', '1 cup water', '1/2 cup chopped flat-leaf parsley', '1/2 pound asparagus, tough ends snapped off and discarded, spears cut into 2-inch pieces', '1 cup frozen peas', '1 (6.5 ounce) jar marinated artichoke hearts, drained and sliced', '2 cups drained and rinsed canned cannellini beans']","['In a large frying pan, heat the oil over moderately low heat. Add the onion and cook, stirring occasionally, until translucent, about 5 minutes. Add the pimientos, tomato, and garlic and cook, stirring occasionally, for 2 minutes.', 'Stir in the salt, turmeric, and rice. Add the chicken broth, water, and parsley and bring to a boil. Continue cooking over moderate heat, stirring frequently, until most of the liquid has been absorbed by the rice, about 7 minutes.', 'Stir in the asparagus, peas, artichokes, and beans. Reduce the heat and simmer, covered, for 15 minutes. Remove from the heat and let stand, covered, for 10 minutes before serving.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498105659,Spring-Vegetable Paella,0,http://allrecipes.com/Recipe/113808/,Traditional
18,Martha Stewart,0,Different brands of clam juice vary in sodium content; choose one that contains sixty milligrams per ounce or less.,False,[],"['3 cups homemade chicken stock, or canned low-sodium chicken broth, skimmed of fat', '2 cups low-sodium clam juice', '1 pinch saffron', '1 cup sugar-snap peas, tough strings removed, cut in half on the bias', '2 links chicken sausage, cut into 1/2-inch rounds', '12 medium shrimp, peeled and deveined', '12 squid, cleaned and cut into 1-inch rings', '1 medium onion, peeled and finely diced', '2 tablespoons minced garlic', '1 red bell pepper, seeded and cut into 1-inch-long matchsticks', '1 yellow bell pepper, seeded and cut into 1-inch-long matchsticks', '1 pound uncooked paella rice', '1 pound cockles and mussels', '1/4 teaspoon paprika', '1/4 teaspoon freshly ground black pepper', '6 plum tomatoes, seeded and cut into 1/4-inch dice', '1/4 cup coarsely chopped fresh flat-leaf parsley', 'Olive oil cooking spray']","['Place stock, clam juice, and saffron in a medium saucepan over medium-high heat. Bring to a boil, cover, and reduce heat; simmer 15 minutes. Remove from heat; set aside.', 'Prepare an ice bath. Bring a medium saucepan of water to a boil, and blanch sugar snap peas until bright green and just tender, about 1 minute. Using a slotted spoon, transfer peas to ice bath; let cool. Drain, and set aside.', 'Coat a paella pan (or a 6-quart Dutch oven that measures 11 inches in diameter and 5 inches in height) with cooking spray; set over medium-high heat. Add sausage, and cook until well browned, turning, about 5 minutes.', 'Add shrimp, and cook 1 1/2 minutes. Add squid, and cook until opaque, about 1 1/2 minutes more. Transfer seafood and sausage to a plate, and set aside.', 'Add onion, garlic, and bell peppers to paella pan; saute until onions are translucent, about 3 minutes. Add uncooked rice; saute until translucent, 1 to 2 minutes more. Add 4 cups reserved stock mixture; bring to a boil. Reduce heat to medium low, and cover. Cook until most liquid has been absorbed and the rice is just tender, about 10 minutes.', 'Meanwhile, place remaining cup of stock mixture, cockles, and mussels in a saute pan over medium-high heat. Cover, and bring to boil. Cook until all shells have opened, 2 to 3 minutes; discard any that remain closed.', 'Add paprika, black pepper, tomatoes, shrimp, squid, and sausage to rice mixture; combine. Add cockles, mussels, and cooking liquid to mixture, being careful to leave behind any residue in saute pan. Stir in parsley; garnish with peas. Serve immediately.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498105953,Seafood Paella,0,http://allrecipes.com/Recipe/115831/,Mixed
19,Taste of Home Test Kitchen,10,"One bite of the delicious rice recipe our Test Kitchen concocted and you're bound to have a passion for paella. Colorful and filling, it makes a good hearty side dish or meatless entree. Paella is ideal potluck and party food, too.",False,"['Nutritional Analysis: One serving (1-2/3 cups) equals 359 calories, 6 g fat (1 g saturated fat), 0 cholesterol, 1,254 mg sodium, 68 g carbohydrate, 8 g fiber, 11 g protein. Diabetic Exchanges: 3 starch, 3 vegetable, 1 fat.']","['1 large onion, chopped', '2 tablespoons olive or canola oil', '1 1/2 cups uncooked long grain rice', '3 garlic cloves, minced', '2 1/2 cups vegetable broth', '1 1/2 cups sliced carrots', '1 1/2 cups frozen cut green beans, thawed', '1 medium sweet red pepper, julienned', '1 medium zucchini, quartered lengthwise and cut into 1/2 inch slices', '1 teaspoon salt', '1/2 teaspoon dried thyme', '1/4 teaspoon ground turmeric', '1/8 teaspoon paprika', '1 (14 ounce) can water-packed artichoke hearts, drained and quartered', '2 plum tomatoes, seeded and chopped', '1 cup frozen peas, thawed', '1 cup frozen corn, thawed']","['In a large nonstick skillet, saute onion in oil for 2 minutes. Add rice and garlic; saute 1 minute longer. Add the next nine ingredients; mix well. Bring to a boil. Reduce heat; cover and simmer for 25-30 minutes or until liquid is absorbed and rice is tender. Stir in the artichoke hearts, tomatoes, peas and corn; heat through.']",http://images.media-allrecipes.com/userphotos/560x315/38035.jpg,35,4.38,22,1498107943,Garden Paella,45,http://allrecipes.com/Recipe/119704/,Other
20,Epicurious.com,0,"A fabulous all-in-one dish, similar to paella, from Lucques in Los Angeles.",False,[],"['2 cups chicken stock or canned low-sodium chicken broth', '1/4 teaspoon saffron strands', '2 tablespoons extra-virgin olive oil', '1/4 cup chopped shallots', '1 cup arborio rice or medium-grain white rice', '4 garlic cloves, minced', '1/2 cup dry white wine', '1 cup bottled clam juice', '20 mussels, scrubbed and debearded', '12 littleneck clams, scrubbed', '12 uncooked large shrimp, peeled, deveined, tails left intact', '3/4 cup chopped tomatoes', '1/4 cup sliced green onions', 'Lemon wedges', 'Green Olive Relish']","['Bring stock and saffron to simmer in medium saucepan. Remove from heat; cover to keep warm.', 'Heat olive oil in heavy large pot over medium heat. Add shallots; saute until tender, about 2 minutes. Add rice and garlic; stir 1 minute. Add white wine and stir until absorbed, about 2 minutes. Add 1/2 cup saffron stock and simmer until absorbed, stirring frequently. Add remaining stock 1/2 cup at a time, allowing stock to be absorbed before adding more and stirring frequently until rice is cooked halfway, about 10 minutes. Add clam juice, mussels, littleneck clams, shrimp and chopped tomatoes. Cover and simmer until rice is tender, mussels and clams open, shrimp are cooked through and liquid is absorbed, about 10 minutes (discard any mussels and clams that do not open). Divide seafood and saffron risotto equally among 4 bowls. Sprinkle with sliced green onions. Garnish with lemon wedges. Serve, passing Green Olive Relish separately.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498112199,"Mussels, Clams and Shrimp with Saffron Risotto and Green Olive Relish",0,http://allrecipes.com/Recipe/127056/,Mixed
21,Susie Quick,15,"This is a simple, speedy version of paella, which usually requires cooking in the oven as well as on the stove. Paella gets its distinctive taste from the rich, smoky flavor of Spanish paprika. If you can't find it, mix equal parts sweet Hungarian paprika with chipotle powder. To save even more time, buy shrimp already peeled and deveined.",False,[],"['1 (8 ounce) package yellow-rice mix', '1 cup frozen petite peas', '4 teaspoons olive oil', '3 ounces smoked chorizo sausage links, sliced', '1 extra large onion, chopped', '1 red bell pepper, chopped', '2 cloves garlic, chopped', '1 1/2 teaspoons Spanish paprika (preferably sweet)', '1 pint cherry tomatoes', '14 medium shrimp', 'Kosher salt and freshly ground pepper', '2 tablespoons chopped flat leaf parsley']","['Prepare yellow rice according to package directions, but omit butter and oil; use only 1/4 cups water (the rice should be slightly al dente when cooked). Remove pan from heat and stir in the frozen peas; cover and set aside.', 'Meanwhile, heat 2 teaspoons oil in a wok (or 12-inch nonstick skillet) over medium-high heat. Stir-fry sausage until browned. Transfer to a plate. Add onion, bell pepper, garlic, and remaining oil to wok; stir-fry until onions are soft, about 3 minutes. Add paprika and stir-fry 1 minute.', 'Return sausage to skillet along with tomatoes and shrimp. Stir-fry until shrimp are just cooked through and pink, about 2 minutes. Add rice and peas to wok and cook, stirring, until ingredients are combined. Season to taste with salt and pepper. Top with parsley and serve.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498112112,Paella Stir-Fry,15,http://allrecipes.com/Recipe/127968/,Seafood
22,Anne Egan,15,.,False,[],"['1 tablespoon olive oil', '1 onion, chopped', '3 cloves garlic, chopped', '1 cup basmati or long-grain white rice', '1 yellow squash, cut into 1/2-inch cubes', '1 red bell pepper, cut into 1/2-inch pieces', '1 (15 ounce) can diced tomatoes', '1 (14.5 ounce) can reduced-sodium vegetable broth', '1 cup water', '1 bay leaf', '1/4 teaspoon salt', '1 (15 ounce) can cannellini or great Northern beans, rinsed and drained', '1 cup frozen peas, thawed']","['Warm the oil in a Dutch oven over medium heat. Add the onion and garlic. Cook, stirring, for 3 minutes, or until lightly browned. Add the rice, squash, and bell pepper. Cook for 5 minutes, stirring occasionally, or until the pepper starts to soften. Add the tomatoes (with juice), broth, water, bay leaf, and salt. Reduce the heat to medium-low.', 'Cover and simmer for 20 minutes, or until the rice is tender. Add the beans and peas. Cook, stirring gently, for 3 to 5 minutes, or until heated through. Remove and discard the bay leaf.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,35,0.0,0,1498111961,Vegetable Paella,50,http://allrecipes.com/Recipe/128383/,Other
23,Readers Digest,25,"This is a traditional recipe from the coastal regions in southeastern Spain. Paella lends itself to an endless array of variations, so if you don't like snails or eel, substitute other meat or seafood that you do like. ",False,[],"['1/4 cup extra-virgin olive oil', '3 cloves garlic, peeled and lightly crushed', '1 roasting chicken (or rabbit), boned and cut into small chunks', '3 cups short-grain rice', '1 1/2 quarts boiling water', '2 pounds snails, clams, or shrimp, cleaned', '2 artichoke hearts, cleaned and chopped', '8 ounces green beans, cut into short lengths', '1 3/4 cups peas', '1 pound mussels, in shell', '1 pound eel or tuna, cleaned and chopped', 'Salt and freshly ground black pepper', '1 bay leaf', '8 saffron threads, crumbled']","['Preheat the oven to 400 degrees F. Heat the oil in a paella pan or large frying pan about 18 inches in diameter over medium heat. Saute the garlic for 2 to 3 minutes. Discard the garlic.', 'Brown the chicken in the same pan for 5 minutes. Add the rice and stir until well coated with oil. Pour in the water and bring to a boil. Add the snails, artichokes, green beans, peas, mussels, and eel. Season with salt and pepper. Add the bay leaf and saffron. Continue cooking over medium-high heat until the liquid has almost all been absorbed.', 'Discard any clams or mussels that do not open. The rice grains should still be slightly crunchy and there should still be some liquid in the pan. Bake in the oven, uncovered, for 10 minutes. Cover the pan with foil or parchment paper and let stand for 10 minutes. Remove the bay leaf before serving.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,30,0.0,0,1498113321,"Paella, Valencia-Style",65,http://allrecipes.com/Recipe/129360/,Mixed
24,Sarah Breckenridge,0,.,False,[],"['4 teaspoons olive oil', '8 ounces chicken breast, cubed', '8 ounces large shrimp', '4 scallions, white bulbs and green tops chopped and reserved separately', '2 cloves garlic, minced', '1/4 teaspoon saffron threads, crumbled', '1/2 teaspoon paprika', '1/4 teaspoon turmeric (for color)', '2 cups orzo', '2 (14.5 ounce) cans chicken broth', '1 (14.5 ounce) can diced tomatoes, drained']","['In a skillet, heat 1 teaspoon oil over medium-high heat. Add chicken and saute until golden brown on all sides, about 4 minutes. Remove to a plate. Add 1 teaspoon oil to skillet and saute shrimp, turning once, until opaque, about 2 minutes. Remove to plate.', 'Add remaining oil to skillet and saute scallion whites and garlic until soft. Add saffron, paprika, turmeric, and orzo. Toast until orzo is golden, about 2 to 3 minutes. Add broth and bring to a boil. Reduce heat; simmer, partially covered, until orzo is al dente, about 8 minutes.', 'Return chicken and shrimp to skillet, add tomatoes, and cook until liquid is absorbed and chicken is cooked through, about 2 minutes. Top with scallions and serve.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498112713,Orzo 'Paella',0,http://allrecipes.com/Recipe/131316/,Mixed
25,Every Day with Rachael Ray,15,This rice dish is bursting with ingredients and flavor. It's a great dinner-party dish.,False,[],"['2 (14 ounce) cans chicken broth', '2 pinches saffron', '3 tablespoons extra-virgin olive oil', '1 small onion, chopped', '1 red bell pepper, cut into 1/4-inch-wide strips', 'Salt and freshly ground pepper', '1 tomato, seeded and diced', '1 garlic clove, finely chopped', '2 cups Valencia rice, such as Goya brand', '12 ounces chorizo, cut diagonally into 1/2-inch-thick slices', '8 large shrimp, peeled and deveined, tails left intact', '12 mussels, scrubbed and debearded', '1/2 pound squid, cut into 1/4-inch rings', '1/4 cup frozen peas', '1 lemon cut into wedges', '2 tablespoons chopped parsley']","['In a small saucepan, bring the broth to a boil and stir in the saffron. Reduce the heat to low and simmer.', 'Meanwhile, heat the olive oil in a large skillet over medium heat, add the onion and bell pepper and cook until just softened, about 5 minutes. Season with salt and pepper, stir in the tomato and garlic and cook for 3 minutes. Stir in the rice and the simmering broth; scatter the chorizo on top. Bring to a boil and season with salt and pepper. Reduce the heat to low and loosely cover the pan with foil. Simmer for 10 minutes.', 'Scatter the shrimp, mussels and squid on the rice, cover and cook until the rice is tender and the seafood is cooked through, 15 to 20 minutes. Stir in the peas during the last 5 minutes of cooking. Remove the paella from the heat and let rest for 5 minutes. Garnish with the lemon wedges and parsley.']",http://images.media-allrecipes.com/userphotos/250x250/977916.jpg,25,0.0,0,1498114502,Seafood  Paella,40,http://allrecipes.com/Recipe/133371/,Mixed
26,Every Day with Rachael Ray,5,"Try paella at home for a spiced up weeknight dinner -- it's easier than it looks, but just as delish!",False,[],"['1 tablespoon vegetable oil', '8 ounces chorizo, sliced 1/4 inch thick', '1 1/2 cups long-grain white rice', '1 1/2 cups red salsa', '2 cups thawed frozen corn', '1 (15 ounce) can sliced large black olives', '1/2 cup chopped fresh cilantro']","['In a heavy medium saucepan, heat the oil over medium heat. Add the chorizo and cook, stirring occasionally, until lightly browned, about 4 minutes. Add the rice and stir for 1 minute to coat. Stir in 1 1/2 cups water and the salsa and bring to a boil, stirring once or twice. Cover the pot and simmer on low heat for 20 minutes.', 'Fluff the rice and stir in the corn. Remove from the heat, cover and let stand for 5 minutes. Stir in the olives and cilantro.']",http://images.media-allrecipes.com/userphotos/250x250/977062.jpg,25,0.0,0,1498114504,Red Rice with Chorizo,30,http://allrecipes.com/Recipe/134371/,Other
27,Rodale,0,.,False,[],"['1 pound medium-size shrimp', '1 (5 ounce) package yellow saffron rice', '1 (14 ounce) can diced tomatoes with zesty jalapenos', '1/2 (14 ounce) can artichoke hearts', '2 tablespoons olive oil', '2 cloves garlic, minced', '1/3 pound low-fat smoked turkey sausage', '1 cup chopped onion', '1/2 (8 ounce) can peas']","['In a 2-quart microwave-safe dish, stir together the shrimp, oil, and garlic until the shrimp are coated with oil. Nuke for 3 to 5 minutes, stirring once, until the shrimp are just pink. Remove the shrimp and all but 1 tablespoon of any accumulated juices to a plate, and cover with foil to keep warm.', 'Now toss the sausage and onion into the microwavable dish and heat for 5 to 7 minutes, stirring once. Mix in the rice and tomatoes, and microwave for 1 to 3 minutes. Stir in 1-1/2 c water and cover the dish tightly with plastic wrap. Microwave for 15 to 18 minutes, or until the rice is tender. Uncover, and stir in the artichokes and peas. Cover the shrimp with the rice and pour the shrimp juices over the top. Nuke for 1 to 3 minutes.']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,0.0,0,1498115136,Painless Paella,0,http://allrecipes.com/Recipe/134859/,Seafood
